order_id,customer_id,product_id,order_date,quantity,amount,order_status
ORD00056099,CUST019163,PROD0086,2024-05-04,2,350.18,Pending
ORD00064875,CUST011442,PROD0084,2024-02-14,3,3542.19,Delivered
ORD00086547,CUST967485,PROD0041,2022-07-04,5,11395.8,Delivered
ORD00016815,CUST010893,PROD0023,2025-04-03,2,4116.88,Delivered
ORD00040167,CUST006333,PROD0062,2024-12-11,1,484.95,cancelled
ORD00079296,CUST002764,PROD0072,2025-08-27,6,36119.1,Pending
ORD00054043,CUST019896,PROD0045,2023-03-12,4,4932.12,Shipped
ORD00041133,CUST015485,PROD0060,2025-12-11,2,1133.76,Shipped
ORD00003408,CUST016938,PROD0068,2024-06-08,2,12833.48,Delivered
ORD00027602,CUST014339,PROD0062,2022-06-20,4,1939.8,Delivered
ORD00036306,CUST019444,PROD0024,2025-07-15,3,26536.17,Delivered
ORD00096647,CUST018875,PROD0098,2024-11-29,1,2511.08,Delivered
ORD00020808,CUST011283,PROD0031,2025-05-10,1,19668.5,Delivered
ORD00038682,CUST008240,PROD0001,2023-10-03,1,28590.98,Delivered
ORD00014955,CUST013817,PROD0030,2023-05-29,2,39072.34,Delivered
ORD00028780,CUST002298,PROD0070,2024-11-29,2,19090.76,Delivered
ORD00039364,CUST007903,PROD0049,2022-11-20,1,7126.1,Pending
ORD00030758,CUST006238,PROD0035,2024-08-19,1,17402.79,Returned
ORD00012656,CUST011554,PROD0098,2025-01-04,3,7533.24,Delivered
ORD00028593,CUST017956,PROD0035,2024-07-15,1,17402.79,Delivered
ORD00069567,CUST005728,PROD0061,2021-12-13,1,2366.59,Delivered
ORD00040738,CUST002028,PROD0089,2025-02-24,1,3498.22,Cancelled
ORD00050054,CUST008926,PROD0098,2024-01-12,1,2511.08,Delivered
ORD00094900,CUST012794,PROD0010,2023-11-06,1,2820.76,Delivered
ORD00067938,CUST010954,PROD0092,2025-09-15,1,3574.33,Cancelled
ORD00022420,CUST011699,PROD0049,2025-11-10,4,28504.4,Delivered
ORD00085060,CUST015033,PROD0003,2024-03-13,1,45430.69,Delivered
ORD00012962,CUST016741,PROD0006,2024-10-14,1,33376.62,Delivered
ORD00090118,CUST005826,PROD0033,2024-11-11,2,38529.98,Shipped
ORD00007369,CUST008344,PROD0048,2023-07-13,3,7311.42,Cancelled
ORD00059290,CUST002574,PROD0045,2023-09-28,3,3699.09,Cancelled
ORD00043063,CUST013635,PROD0041,2023-07-02,8,18233.28,Delivered
ORD00007410,CUST006484,PROD0039,2025-09-23,1,4468.46,Shipped
ORD00033756,CUST013479,PROD0058,2023-03-17,1,2048.33,Delivered
ORD00027409,,PROD0033,2024-03-04,4,77059.96,Delivered
ORD00033952,CUST016649,PROD0055,2024-02-09,2,1421.9,Shipped
ORD00011069,CUST015842,PROD0045,2024-10-17,1,1233.03,Delivered
ORD00045977,CUST001663,PROD0040,2025-05-09,10,17513.2,Shipped
ORD00098678,CUST003317,PROD0065,2023-12-20,4,21740.96,Cancelled
ORD00011012,CUST000041,PROD0089,2025-05-18,2,6996.44,Delivered
ORD00055707,CUST016126,PROD0047,2024-05-24,3,8306.4,Delivered
ORD00002243,CUST018613,PROD0085,2025-07-22,4,17134.88,Delivered
ORD00041282,CUST016835,PROD0031,2023-04-04,1,19668.5,Shipped
ORD00050217,CUST011356,PROD0074,2025-01-21,1,838.22,Delivered
ORD00059972,CUST014425,PROD0066,2025-07-08,1,2343.68,Delivered
ORD00020815,CUST004111,PROD0013,2025-12-05,4,80818.96,Delivered
ORD00081280,CUST013321,PROD0061,2024-11-12,1,2366.59,Delivered
ORD00059189,CUST006524,PROD0018,2023-06-04,6,133266.42,Shipped
ORD00020380,CUST004857,PROD0006,2025-12-21,6,200259.72,Delivered
ORD00077042,CUST018342,PROD0016,2024-04-03,2,17513.0,Delivered
ORD00094068,CUST012220,PROD0010,2025-11-27,1,2820.76,Delivered
ORD00032313,CUST007606,PROD0087,2025-09-24,4,18207.28,Delivered
ORD00046123,CUST008238,PROD0056,2024-12-28,6,20236.62,Delivered
ORD00016121,CUST013849,PROD0004,2025-09-05,2,72127.98,Shipped
ORD00037677,CUST019944,PROD0028,2022-12-06,1,16100.59,Delivered
ORD00001035,CUST015636,PROD0013,2024-11-03,3,60614.22,Delivered
ORD00087067,CUST002334,PROD0055,2023-02-05,1,710.95,Delivered
ORD00091999,CUST007426,PROD0021,2024-11-15,1,12283.8,Delivered
ORD00021278,CUST002243,PROD0016,2023-04-05,1,8756.5,Delivered
ORD00027337,CUST001640,PROD0083,2025-09-28,1,2057.5,Shipped
ORD00016582,CUST008267,PROD0094,2023-02-09,5,2637.75,Delivered
ORD00021839,CUST002519,PROD0028,2021-10-15,1,16100.59,Delivered
ORD00043456,CUST001977,PROD0032,2025-10-02,8,75293.28,Delivered
ORD00007638,CUST015940,PROD0059,2025-05-06,1,1921.07,Delivered
ORD00012734,CUST006419,PROD0030,2025-05-03,1,19536.17,Delivered
ORD00068894,CUST004704,PROD0053,2025-02-09,2,9772.82,Shipped
ORD00067283,CUST018064,PROD0047,2025-11-13,2,5537.6,Delivered
ORD00027141,CUST019929,PROD0039,2025-06-10,1,4468.46,Delivered
ORD00019697,CUST008463,PROD0047,2025-08-19,5,13844.0,Delivered
ORD00027204,CUST000025,PROD0087,2022-11-23,4,18207.28,Cancelled
ORD00009352,CUST019085,PROD0098,2025-11-05,1,2511.08,Pending
ORD00099981,CUST012029,PROD0002,2023-01-29,1,46811.42,Delivered
ORD00006124,CUST008903,PROD0067,2024-06-14,4,8868.24,Delivered
ORD00028535,CUST001280,PROD0071,2025-11-01,1,1798.22,Delivered
ORD00038762,CUST016236,PROD0021,2023-11-03,1,12283.8,Delivered
ORD00068673,CUST011039,PROD0004,2022-12-25,3,108191.97,Shipped
ORD00039047,CUST016195,PROD0036,2024-06-16,5,37811.9,Pending
ORD00046478,CUST017256,PROD0050,2025-07-02,1,3988.85,Shipped
ORD00024440,CUST006671,PROD0012,2025-10-18,1,47366.35,Pending
ORD00036255,CUST011119,PROD0072,2025-01-24,1,6019.85,Delivered
ORD00082582,CUST001304,PROD0025,2023-11-29,2,35631.1,Delivered
ORD00075874,CUST012395,PROD0006,2025-01-21,4,133506.48,Delivered
ORD00005279,CUST010680,PROD0030,2025-07-14,4,78144.68,Shipped
ORD00021498,CUST011793,PROD0065,2025-06-14,10,54352.4,Delivered
ORD00015680,CUST002157,PROD0049,2023-10-07,3,21378.3,Pending
ORD00036913,CUST017573,PROD0007,2024-03-28,4,82024.72,Delivered
ORD00052078,CUST017924,PROD0092,2024-12-29,1,3574.33,Delivered
ORD00089639,CUST018624,PROD0009,2025-03-15,3,10649.43,Delivered
ORD00071936,CUST005646,PROD0069,2025-12-01,3,20926.59,Delivered
ORD00031613,CUST002188,PROD0004,2025-11-08,3,108191.97,Delivered
ORD00077163,CUST019776,PROD0068,2025-08-12,1,6416.74,Delivered
ORD00053218,CUST001845,PROD0005,2025-10-28,1,30790.57,Shipped
ORD00025886,CUST017192,PROD0076,2025-02-04,1,1258.22,Delivered
ORD00050819,CUST019232,PROD0038,2022-01-07,2,39686.64,Pending
ORD00033838,CUST008320,PROD0091,2024-08-16,2,395.84,Delivered
ORD00061223,CUST007305,PROD0093,2025-11-15,2,2326.38,Cancelled
ORD00082764,CUST017226,PROD0025,2024-04-31,1,17815.55,Delivered
ORD00060835,CUST008068,PROD0029,2024-04-23,6,76598.82,Shipped
ORD00092905,CUST018902,PROD0059,2025-03-13,2,3842.14,Delivered
ORD00068870,CUST001150,PROD0039,2025-11-09,3,13405.38,Delivered
ORD00081472,CUST016864,PROD0012,2024-11-09,6,284198.1,Returned
ORD00005711,CUST017267,PROD0023,2024-06-15,6,12350.64,Delivered
ORD00075522,CUST013736,PROD0024,2023-03-25,1,8845.39,Shipped
ORD00094379,CUST006995,PROD0033,2025-04-30,1,19264.99,Cancelled
ORD00070032,CUST004732,PROD0052,2023-11-06,5,21841.55,Pending
ORD00023964,CUST008327,PROD0067,2024-07-11,1,2217.06,Delivered
ORD00009119,CUST013788,PROD0094,2022-03-16,10,5275.5,Delivered
ORD00056129,CUST004660,PROD0059,2024-06-05,1,1921.07,Delivered
ORD00088353,CUST017083,PROD0046,2024-12-22,4,19532.72,Cancelled
ORD00060187,CUST018953,PROD0056,2025-11-26,1,3372.77,Delivered
ORD00061207,CUST005608,PROD0079,2024-04-19,3,3795.3,Delivered
ORD00059624,CUST019850,PROD0044,2024-10-19,8,26547.04,Shipped
ORD00012191,CUST012377,PROD0060,2022-11-23,1,566.88,Returned
ORD00046871,CUST019712,PROD0016,2025-06-23,2,17513.0,Returned
ORD00039930,CUST003947,PROD0083,2024-11-19,1,2057.5,Returned
ORD00037626,CUST002349,PROD0044,2024-10-07,2,6636.76,Delivered
ORD00046381,CUST004110,PROD0083,2021-10-14,1,2057.5,Pending
ORD00073393,CUST002519,PROD0073,2025-06-30,1,4493.68,Delivered
ORD00093175,CUST008314,PROD0041,2024-04-31,3,6837.48,Delivered
ORD00023969,CUST000524,PROD0055,2024-04-09,3,2132.85,Pending
ORD00094058,CUST008138,PROD0092,2025-09-10,1,3574.33,Delivered
ORD00050556,CUST005259,PROD0056,2024-12-04,1,3372.77,Delivered
ORD00055380,CUST010039,PROD0048,2025-07-22,1,2437.14,Delivered
ORD00094649,CUST004893,PROD0022,2025-02-14,1,9040.82,Cancelled
ORD00028915,CUST012662,PROD0034,2025-03-11,1,18768.9,Delivered
ORD00034890,CUST013115,PROD0004,2025-10-15,1,36063.99, Returned
ORD00082512,CUST008175,PROD0025,2024-12-28,4,71262.2,Delivered
ORD00058373,CUST002465,PROD0095,2025-08-29,5,8948.7,Delivered
ORD00013047,CUST012717,PROD0064,2023-12-11,1,5688.31,Delivered
ORD00060192,CUST012034,PROD0066,2024-05-08,1,2343.68,Cancelled
ORD00072333,CUST017936,PROD0038,2025-04-11,1,19843.32,Delivered
ORD00028656,CUST017197,PROD0059,2024-07-13,2,3842.14,Delivered
ORD00083356,CUST008195,PROD0079,2025-04-30,1,1265.1,Delivered
ORD00002021,CUST014246,PROD0026,2023-09-08,6,65018.46,Pending
ORD00044966,CUST012180,PROD0067,2025-05-23,5,11085.3,Delivered
ORD00069467,CUST013336,PROD0035,2025-02-05,1,17402.79,Delivered
ORD00008475,CUST011486,PROD0039,2023-07-14,1,4468.46,Delivered
ORD00083992,CUST000787,PROD0050,2023-04-14,2,7977.7,Shipped
ORD00080327,CUST002795,PROD0026,2024-02-05,2,21672.82,Cancelled
ORD00026905,,PROD0052,2022-08-01,1,4368.31,Delivered
ORD00007669,CUST012652,PROD0039,2025-07-07,2,8936.92,Pending
ORD00041241,CUST016211,PROD0006,2023-02-11,2,66753.24,Delivered
ORD00005194,CUST003746,PROD0005,2025-05-11,4,123162.28,Delivered
ORD00006436,CUST018411,PROD0057,2022-02-21,1,1501.17,Delivered
ORD00041193,CUST019597,PROD0072,2024-06-19,1,6019.85,Delivered
ORD00051383,CUST006758,PROD0057,2025-11-04,9,13210.3,delivered
ORD00020412,CUST005176,PROD0052,2025-11-16,4,17473.24,Cancelled
ORD00070760,CUST005790,PROD0043,2023-05-29,1,270.98,Shipped
ORD00012667,CUST013191,PROD0034,2024-07-15,1,18768.9,Shipped
ORD00053389,CUST004273,PROD0050,2025-09-28,2,7977.7,Delivered
ORD00087402,CUST003169,PROD0076,2025-10-17,2,2516.44,Delivered
ORD00080278,CUST018010,PROD0061,2024-06-04,3,7099.77,Cancelled
ORD00081132,CUST008780,PROD0060,2024-06-22,2,1133.76,Delivered
ORD00063257,CUST002820,PROD0055,2023-12-30,10,7109.5,Delivered
ORD00079053,CUST001440,PROD0064,2025-02-16,1,5688.31,Delivered
ORD00029234,CUST011585,PROD0069,2025-08-28,6,41853.18,Delivered
ORD00050087,CUST011772,PROD0023,2025-07-01,1,2058.44,Delivered
ORD00097146,CUST013225,PROD0059,2025-08-24,3,5763.21,Delivered
ORD00094418,CUST017160,PROD0005,2025-05-24,2,61581.14,Delivered
ORD00075463,CUST014610,PROD0083,2024-05-05,2,4115.0,Delivered
ORD00016421,CUST013659,PROD0074,2024-01-16,5,4191.1,Returned
ORD00074079,CUST016529,PROD0065,2025-10-08,1,5435.24,Returned
ORD00094519,CUST003636,PROD0060,2025-03-07,1,566.88,Delivered
ORD00092725,CUST014247,PROD0062,2024-01-11,8,3879.6,Cancelled
ORD00034768,CUST002137,PROD0013,2025-08-21,1,20204.74,Delivered
ORD00027726,CUST008693,PROD0091,2023-10-25,1,197.92,Delivered
ORD00056397,CUST016064,PROD0049,2024-12-18,3,21378.3,Delivered
ORD00053261,CUST004987,PROD0069,2024-04-22,2,13951.06,Returned
ORD00098075,CUST013169,PROD0014,2024-11-29,2,65404.74,Shipped
ORD00077547,CUST007640,PROD0065,2024-10-18,2,10870.48,Delivered
ORD00075261,CUST017493,PROD0068,2025-03-21,1,6416.74,Delivered
ORD00080543,CUST002999,PROD0044,2025-04-30,2,6636.76,Cancelled
