order_id,customer_id,product_id,order_date,quantity,source_amount,order_status,customer_match_status,product_status_match,test_date_status,amount,amount_status
ORD00086690,CUST005933,PROD0046,2021-12-19,4,19532.72,delivered,Matched,matched,valid,19532.72,matched
ORD00054204,CUST000136,PROD0057,2024-04-29,2,3002.34,shipped,Matched,matched,valid,3002.34,matched
ORD00069764,CUST009644,PROD0064,2025-12-08,2,,delivered,Matched,matched,valid,11376.62,Reconstructed
ORD00035760,CUST004767,PROD0083,2025-09-02,1,2057.5,delivered,Matched,matched,valid,2057.5,matched
ORD00028608,CUST002379,PROD0073,2025-09-09,1,4493.68,delivered,Matched,matched,valid,4493.68,matched
ORD00041437,CUST014068,PROD0018,2025-05-09,2,44422.14,cancelled,Matched,matched,valid,44422.14,matched
ORD00063573,CUST002220,PROD0073,2025-06-28,2,8987.36,delivered,Matched,matched,valid,8987.36,matched
ORD00089791,CUST004144,PROD0064,2023-03-11,4,22753.24,delivered,Matched,matched,valid,22753.24,matched
ORD00059625,CUST001387,PROD0015,2025-03-16,2,59751.02,shipped,Matched,matched,valid,59751.02,matched
ORD00021889,CUST017901,PROD0047,2024-12-03,3,8306.4,delivered,Matched,matched,valid,8306.400000000001,matched
ORD00080241,CUST001301,PROD0081,2025-10-08,1,989.41,shipped,Matched,matched,valid,989.41,matched
ORD00040968,CUST011133,PROD0011,2022-12-11,2,17195.52,shipped,Matched,matched,valid,17195.52,matched
ORD00072277,CUST001559,PROD0005,2025-06-27,4,123162.28,delivered,Matched,matched,valid,123162.28,matched
ORD00089988,CUST015035,PROD0066,2025-05-19,1,2343.68,shipped,Matched,matched,valid,2343.68,matched
ORD00011931,CUST017537,PROD0086,2025-06-20,1,175.09,shipped,Matched,matched,valid,175.09,matched
ORD00013473,CUST010096,PROD0089,2024-11-08,2,6996.44,cancelled,Matched,matched,valid,6996.44,matched
ORD00005663,CUST000905,PROD0083,2025-12-12,3,6172.5,delivered,Matched,matched,valid,6172.5,matched
ORD00091715,CUST005150,PROD0033,2023-10-29,1,19264.99,delivered,Matched,matched,valid,19264.99,matched
ORD00087604,CUST004600,PROD0021,2024-06-06,1,12283.8,delivered,Matched,matched,valid,12283.8,matched
ORD00023517,CUST007247,PROD0061,2024-03-17,1,2366.59,shipped,Matched,matched,valid,2366.59,matched
ORD00028892,CUST000912,PROD0075,2024-12-15,3,3383.85,shipped,Matched,matched,valid,3383.8500000000004,matched
ORD00041567,CUST018688,PROD0035,2023-12-06,1,17402.79,delivered,Matched,matched,valid,17402.79,matched
ORD00073565,CUST019152,PROD0062,2025-02-23,1,484.95,delivered,Matched,matched,valid,484.95,matched
ORD00093155,CUST004678,PROD0042,2022-08-11,5,22545.35,delivered,Matched,matched,valid,22545.35,matched
ORD00045056,CUST001552,PROD0050,2025-11-03,6,23933.1,delivered,Matched,matched,valid,23933.1,matched
ORD00032829,CUST009545,PROD0039,2023-12-09,3,13405.38,delivered,Matched,matched,valid,13405.380000000001,matched
ORD00086090,CUST010730,PROD0035,2025-12-09,1,17402.79,delivered,Matched,matched,valid,17402.79,matched
ORD00089533,CUST006364,PROD0017,2025-04-05,3,88839.54,delivered,Matched,matched,valid,88839.54000000001,matched
ORD00020425,CUST007530,PROD0044,2023-09-12,2,6636.76,returned,Matched,matched,valid,6636.76,matched
ORD00046807,CUST004651,PROD0012,2023-10-16,2,94732.7,delivered,Matched,matched,valid,94732.7,matched
ORD00041598,CUST006154,PROD0071,2022-03-31,1,1798.22,shipped,Matched,matched,valid,1798.22,matched
ORD00057236,CUST011431,PROD0057,2025-10-19,3,4503.51,delivered,Matched,matched,valid,4503.51,matched
ORD00041568,CUST016077,PROD0073,2025-02-01,1,4493.68,delivered,Matched,matched,valid,4493.68,matched
ORD00076185,CUST007541,PROD0016,2023-07-04,8,70052.0,returned,Matched,matched,valid,70052.0,matched
ORD00069548,CUST011557,PROD0088,2024-07-22,1,327.43,delivered,Matched,matched,valid,327.43,matched
ORD00064497,CUST011234,PROD0049,2022-12-21,1,7126.1,returned,Matched,matched,valid,7126.1,matched
ORD00016682,CUST012841,PROD0021,2024-11-05,2,24567.6,delivered,Matched,matched,valid,24567.6,matched
ORD00001392,CUST000703,PROD0073,2024-06-02,4,17974.72,delivered,Matched,matched,valid,17974.72,matched
ORD00069152,CUST002298,PROD0003,2023-13-05,1,45430.69,pending,Matched,matched,invalid,45430.69,matched
ORD00053361,CUST007627,PROD0009,2024-07-05,2,7099.62,delivered,Matched,matched,valid,7099.62,matched
ORD00017476,CUST006051,PROD0006,2024-12-03,3,100129.86,pending,Matched,matched,valid,100129.86000000002,matched
ORD00067677,CUST010247,PROD0064,2025-11-28,3,17064.93,delivered,Matched,matched,valid,17064.93,matched
ORD00048049,CUST018305,PROD0060,2025-04-23,1,566.88,shipped,Matched,matched,valid,566.88,matched
ORD00069124,CUST004057,PROD0049,2025-08-03,1,7126.1,delivered,Matched,matched,valid,7126.1,matched
ORD00003094,CUST006217,PROD0036,2025-10-18,1,7562.38,delivered,Matched,matched,valid,7562.38,matched
ORD00075576,CUST003290,PROD0062,2025-07-25,1,484.95,delivered,Matched,matched,valid,484.95,matched
ORD00098551,CUST011329,PROD0099,2025-06-18,6,1838.34,delivered,Matched,matched,valid,1838.34,matched
ORD00082852,CUST018874,PROD0002,2025-05-08,1,46811.42,delivered,Matched,matched,valid,46811.42,matched
ORD00093299,CUST012865,PROD0030,2025-09-25,1,19536.17,delivered,Matched,matched,valid,19536.17,matched
ORD00087637,CUST004465,PROD0043,2025-05-19,2,541.96,delivered,Matched,matched,valid,541.96,matched
ORD00006870,CUST012929,PROD0069,2025-07-29,1,6975.53,delivered,Matched,matched,valid,6975.53,matched
ORD00050617,CUST015850,PROD0031,2025-07-14,1,19668.5,shipped,Matched,matched,valid,19668.5,matched
ORD00036657,CUST004883,PROD0037,2025-09-18,3,53698.68,delivered,Matched,matched,valid,53698.68000000001,matched
ORD00088487,CUST014378,PROD0098,2024-08-16,2,5022.16,shipped,Matched,matched,valid,5022.16,matched
ORD00026158,CUST010181,PROD0036,2025-10-15,8,60499.04,delivered,Matched,matched,valid,60499.04,matched
ORD00073397,CUST011815,PROD0006,2025-08-12,1,33376.62,shipped,Matched,matched,valid,33376.62,matched
ORD00046900,CUST016714,PROD0031,2024-04-25,4,78674.0,delivered,Matched,matched,valid,78674.0,matched
ORD00047493,CUST010767,PROD0033,2025-06-07,2,38529.98,delivered,Matched,matched,valid,38529.98,matched
ORD00011854,CUST000775,PROD0100,2025-02-14,1,386.41,delivered,Matched,matched,valid,386.41,matched
ORD00074493,CUST010152,PROD0030,2025-11-03,1,19536.17,pending,Matched,matched,valid,19536.17,matched
ORD00042902,CUST000798,PROD0016,2025-03-09,3,26269.5,delivered,Matched,matched,valid,26269.5,matched
ORD00093072,CUST018493,PROD0013,2023-07-02,2,40409.48,delivered,Matched,matched,valid,40409.48,matched
ORD00084590,CUST008997,PROD0065,2025-03-22,4,21740.96,delivered,Matched,matched,valid,21740.96,matched
ORD00010220,CUST004252,PROD0083,2023-07-07,2,4115.0,delivered,Matched,matched,valid,4115.0,matched
ORD00043960,CUST012218,PROD0077,2025-02-08,1,558.39,delivered,Matched,matched,valid,558.39,matched
ORD00042810,CUST002309,PROD0090,2025-12-08,2,9809.16,shipped,Matched,matched,valid,9809.16,matched
ORD00085061,CUST010812,PROD0036,2025-12-04,8,60499.04,delivered,Matched,matched,valid,60499.04,matched
ORD00022395,CUST000796,PROD0006,2023-09-17,3,100129.86,delivered,Matched,matched,valid,100129.86000000002,matched
ORD00067893,CUST005425,PROD0009,2023-01-17,4,14199.24,delivered,Matched,matched,valid,14199.24,matched
ORD00059132,CUST010476,PROD0030,2023-05-15,1,19536.17,delivered,Matched,matched,valid,19536.17,matched
ORD00064896,CUST002071,PROD0052,2021-05-01,2,8736.62,shipped,Matched,matched,valid,8736.62,matched
ORD00070050,CUST004543,PROD0001,2024-10-23,4,114363.92,cancelled,Matched,matched,valid,114363.92,matched
ORD00001005,CUST008981,PROD0071,2023-08-13,1,1798.22,returned,Matched,matched,valid,1798.22,matched
ORD00088110,CUST014574,PROD0064,2025-05-19,1,5688.31,cancelled,Matched,matched,valid,5688.31,matched
ORD00047225,CUST011635,PROD0050,2025-08-27,5,19944.25,delivered,Matched,matched,valid,19944.25,matched
ORD00069464,,PROD0087,2024-09-26,1,4551.82,cancelled,missing,matched,valid,4551.82,matched
ORD00072055,CUST016970,PROD0031,2024-09-08,1,19668.5,cancelled,Matched,matched,valid,19668.5,matched
ORD00060868,CUST018038,PROD0001,2025-01-07,1,28590.98,delivered,Matched,matched,valid,28590.98,matched
ORD00067957,CUST005042,PROD0056,2025-07-10,2,6745.54,shipped,Matched,matched,valid,6745.54,matched
ORD00043793,CUST018548,PROD0040,2025-11-11,1,1751.32,delivered,Matched,matched,valid,1751.32,matched
ORD00020015,CUST009973,PROD0074,2024-11-17,1,838.22,shipped,Matched,matched,valid,838.22,matched
ORD00012761,CUST006121,PROD0100,2025-06-17,3,1159.23,delivered,Matched,matched,valid,1159.23,matched
ORD00066825,CUST018852,PROD0075,2025-12-02,4,4511.8,delivered,Matched,matched,valid,4511.8,matched
ORD00010599,CUST000954,PROD0085,2022-08-26,1,4283.72,returned,Matched,matched,valid,4283.72,matched
ORD00072634,CUST018320,PROD0039,2022-09-15,1,4468.46,pending,Matched,matched,valid,4468.46,matched
ORD00059204,CUST006414,PROD0039,2024-05-12,3,13405.38,delivered,Matched,matched,valid,13405.380000000001,matched
ORD00094422,CUST016835,PROD0083,2023-09-07,3,6172.5,returned,Matched,matched,valid,6172.5,matched
ORD00050836,CUST014510,PROD0077,2025-11-28,1,558.39,shipped,Matched,matched,valid,558.39,matched
ORD00011124,CUST012941,PROD0010,2023-10-14,1,2820.76,delivered,Matched,matched,valid,2820.76,matched
ORD00088336,CUST000483,PROD0053,2025-07-21,1,4886.41,cancelled,Matched,matched,valid,4886.41,matched
ORD00018382,CUST013434,PROD0032,2025-01-18,8,75293.28,delivered,Matched,matched,valid,75293.28,matched
ORD00043570,CUST015934,PROD0027,2021-12-17,2,16149.92,delivered,Matched,matched,valid,16149.92,matched
ORD00023214,CUST012324,PROD0012,2024-05-08,2,94732.7,shipped,Matched,matched,valid,94732.7,matched
ORD00099265,CUST003710,PROD0053,2023-04-25,1,4886.41,delivered,Matched,matched,valid,4886.41,matched
ORD00078899,CUST017196,PROD0039,2023-11-08,1,4468.46,delivered,Matched,matched,valid,4468.46,matched
ORD00017820,CUST008286,PROD0010,2025-08-26,2,5641.52,delivered,Matched,matched,valid,5641.52,matched
ORD00083235,CUST000162,PROD0041,2025-07-14,2,4558.32,delivered,Matched,matched,valid,4558.32,matched
ORD00000018,CUST019683,PROD0007,2024-12-15,3,61518.54,pending,Matched,matched,valid,61518.54,matched
ORD00006742,CUST017179,PROD0023,2024-11-19,1,2058.44,delivered,Matched,matched,valid,2058.44,matched
ORD00019338,CUST011022,PROD0045,2023-07-07,1,1233.03,cancelled,Matched,matched,valid,1233.03,matched
ORD00022870,CUST003033,PROD0076,2025-01-10,6,7549.32,delivered,Matched,matched,valid,7549.32,matched
ORD00010458,CUST019356,PROD0070,2022-05-01,1,9545.38,cancelled,Matched,matched,valid,9545.38,matched
ORD00006477,CUST012316,PROD0086,2025-05-22,1,175.09,delivered,Matched,matched,valid,175.09,matched
ORD00035009,CUST004918,PROD0058,2023-11-26,1,2048.33,delivered,Matched,matched,valid,2048.33,matched
ORD00092737,CUST018835,PROD0011,2024-10-22,6,51586.56,delivered,Matched,matched,valid,51586.56,matched
ORD00066098,CUST009469,PROD0077,2025-12-05,1,558.39,delivered,Matched,matched,valid,558.39,matched
ORD00028459,CUST018028,PROD0015,2024-09-16,10,298755.1,delivered,Matched,matched,valid,298755.1,matched
ORD00082857,CUST015478,PROD0057,2023-04-16,2,3002.34,shipped,Matched,matched,valid,3002.34,matched
ORD00049689,CUST010412,PROD0031,2024-09-28,1,19668.5,shipped,Matched,matched,valid,19668.5,matched
ORD00029146,CUST011874,PROD0043,2023-04-15,1,270.98,delivered,Matched,matched,valid,270.98,matched
ORD00073187,CUST001290,PROD0047,2025-03-08,1,2768.8,pending,Matched,matched,valid,2768.8,matched
ORD00036900,CUST000609,PROD0006,2024-12-12,1,33376.62,delivered,Matched,matched,valid,33376.62,matched
ORD00045457,CUST007766,PROD0035,2024-05-01,1,17402.79,cancelled,Matched,matched,valid,17402.79,matched
ORD00015813,CUST019413,PROD0083,2025-12-02,1,2057.5,delivered,Matched,matched,valid,2057.5,matched
ORD00083974,CUST000667,PROD0089,2023-01-03,2,6996.44,delivered,Matched,matched,valid,6996.44,matched
ORD00047830,CUST000218,PROD0029,2025-01-22,5,63832.35,delivered,Matched,matched,valid,63832.35,matched
ORD00049903,CUST006007,PROD0035,2025-02-07,2,34805.58,delivered,Matched,matched,valid,34805.58,matched
ORD00031974,CUST010808,PROD0051,2025-03-04,1,6691.49,cancelled,Matched,matched,valid,6691.49,matched
ORD00007347,CUST004959,PROD0058,2023-10-01,1,2048.33,delivered,Matched,matched,valid,2048.33,matched
ORD00084168,CUST016724,PROD0008,2025-11-03,1,28005.22,returned,Matched,matched,valid,28005.22,matched
ORD00039162,CUST012816,PROD0083,2024-06-15,1,2057.5,delivered,Matched,matched,valid,2057.5,matched
ORD00056613,CUST006560,PROD0022,2024-08-14,1,9040.82,delivered,Matched,matched,valid,9040.82,matched
ORD00081771,CUST016625,PROD0030,2024-10-28,3,58608.51,cancelled,Matched,matched,valid,58608.509999999995,matched
ORD00053663,CUST018630,PROD0077,2023-08-21,1,558.39,cancelled,Matched,matched,valid,558.39,matched
ORD00003814,CUST013161,PROD0042,2025-06-29,4,18036.28,delivered,Matched,matched,valid,18036.28,matched
ORD00013759,CUST009016,PROD0025,2024-12-22,2,35631.1,delivered,Matched,matched,valid,35631.1,matched
ORD00096717,CUST014084,PROD0028,2024-09-30,4,64402.36,shipped,Matched,matched,valid,64402.36,matched
ORD00089645,CUST005362,PROD0021,2024-09-05,5,61419.0,delivered,Matched,matched,valid,61419.0,matched
ORD00036512,CUST010998,PROD0038,2023-02-09,1,19843.32,pending,Matched,matched,valid,19843.32,matched
ORD00069213,CUST001349,PROD0010,2024-01-21,1,2820.76,delivered,Matched,matched,valid,2820.76,matched
ORD00012991,CUST002233,PROD0089,2025-10-18,4,13992.88,delivered,Matched,matched,valid,13992.88,matched
ORD00034419,CUST019195,PROD0017,2023-09-20,1,29613.18,delivered,Matched,matched,valid,29613.18,matched
ORD00052271,CUST016833,PROD0016,2022-03-17,2,17513.0,returned,Matched,matched,valid,17513.0,matched
ORD00014233,CUST001534,PROD0013,2023-05-04,3,60614.22,delivered,Matched,matched,valid,60614.22,matched
ORD00088740,CUST018008,PROD0016,2024-09-23,1,8756.5,delivered,Matched,matched,valid,8756.5,matched
ORD00015333,CUST000140,PROD0022,2022-11-09,1,9040.82,delivered,Matched,matched,valid,9040.82,matched
ORD00094532,CUST016914,PROD0083,2025-06-17,4,8230.0,delivered,Matched,matched,valid,8230.0,matched
ORD00037628,,PROD0076,2024-12-23,1,1258.22,delivered,missing,matched,valid,1258.22,matched
ORD00086975,CUST006137,PROD0081,2022-05-04,2,1978.82,delivered,Matched,matched,valid,1978.82,matched
ORD00099746,CUST010087,PROD0020,2025-12-20,2,95185.16,delivered,Matched,matched,valid,95185.16,matched
ORD00062087,CUST010441,PROD0068,2022-10-28,1,6416.74,delivered,Matched,matched,valid,6416.74,matched
ORD00001886,CUST015970,PROD0047,2025-06-29,1,2768.8,delivered,Matched,matched,valid,2768.8,matched
ORD00085778,CUST003215,PROD0008,2025-10-05,4,112020.88,cancelled,Matched,matched,valid,112020.88,matched
ORD00032399,CUST011233,PROD0019,2025-09-30,3,64391.52,delivered,Matched,matched,valid,64391.520000000004,matched
ORD00087980,CUST012633,PROD0028,2025-12-23,2,32201.18,delivered,Matched,matched,valid,32201.18,matched
ORD00066008,CUST016692,PROD0054,2025-09-25,3,511.11,delivered,Matched,matched,valid,511.11,matched
ORD00086761,CUST016448,PROD0033,2025-01-26,3,57794.97,delivered,Matched,matched,valid,57794.97,matched
ORD00016551,CUST016103,PROD0046,2023-12-22,1,4883.18,shipped,Matched,matched,valid,4883.18,matched
ORD00021143,CUST001060,PROD0055,2025-06-23,8,5687.6,delivered,Matched,matched,valid,5687.6,matched
ORD00048007,CUST019736,PROD0029,2025-09-23,2,25532.94,shipped,Matched,matched,valid,25532.94,matched
ORD00045406,CUST017828,PROD0056,2023-08-22,1,3372.77,pending,Matched,matched,valid,3372.77,matched
ORD00076876,CUST013540,PROD0069,2024-08-03,1,6975.53,shipped,Matched,matched,valid,6975.53,matched
ORD00037252,CUST002718,PROD0035,2025-01-16,2,34805.58,delivered,Matched,matched,valid,34805.58,matched
ORD00038169,CUST016561,PROD0090,2023-03-07,2,9809.16,delivered,Matched,matched,valid,9809.16,matched
ORD00039343,CUST002461,PROD0066,2023-12-19,2,4687.36,pending,Matched,matched,valid,4687.36,matched
ORD00070699,CUST007445,PROD0007,2025-10-30,1,20506.18,delivered,Matched,matched,valid,20506.18,matched
ORD00012940,CUST015120,PROD0028,2025-11-11,2,32201.18,shipped,Matched,matched,valid,32201.18,matched
ORD00033042,CUST006680,PROD0100,2025-03-16,1,386.41,cancelled,Matched,matched,valid,386.41,matched
ORD00040633,CUST015912,PROD0036,2025-12-16,5,37811.9,delivered,Matched,matched,valid,37811.9,matched
ORD00084225,CUST003173,PROD0064,2025-12-04,1,5688.31,delivered,Matched,matched,valid,5688.31,matched
ORD00011671,CUST000569,PROD0061,2023-07-13,2,4733.18,delivered,Matched,matched,valid,4733.18,matched
ORD00057886,CUST010908,PROD0062,2024-05-09,4,1939.8,delivered,Matched,matched,valid,1939.8,matched
ORD00055933,CUST012001,PROD0049,2024-12-22,2,14252.2,shipped,Matched,matched,valid,14252.2,matched
ORD00084378,CUST007916,PROD0020,2023-09-11,1,47592.58,pending,Matched,matched,valid,47592.58,matched
ORD00061285,CUST011191,PROD0018,2025-10-31,2,44422.14,delivered,Matched,matched,valid,44422.14,matched
ORD00014836,CUST006765,PROD0087,2023-10-20,3,13655.46,delivered,Matched,matched,valid,13655.46,matched
ORD00000162,CUST016391,PROD0054,2023-11-02,2,340.74,delivered,Matched,matched,valid,340.74,matched
ORD00019584,CUST009319,PROD0024,2023-03-05,1,8845.39,delivered,Matched,matched,valid,8845.39,matched
ORD00056099,CUST019163,PROD0086,2024-05-04,2,350.18,pending,Matched,matched,valid,350.18,matched
ORD00064875,CUST011442,PROD0084,2024-02-14,3,3542.19,delivered,Matched,matched,valid,3542.19,matched
ORD00086547,CUST967485,PROD0041,2022-07-04,5,11395.8,delivered,orphan,matched,valid,11395.8,matched
ORD00016815,CUST010893,PROD0023,2025-04-03,2,4116.88,delivered,Matched,matched,valid,4116.88,matched
ORD00040167,CUST006333,PROD0062,2024-12-11,1,484.95,cancelled,Matched,matched,valid,484.95,matched
ORD00079296,CUST002764,PROD0072,2025-08-27,6,36119.1,pending,Matched,matched,valid,36119.100000000006,matched
ORD00054043,CUST019896,PROD0045,2023-03-12,4,4932.12,shipped,Matched,matched,valid,4932.12,matched
ORD00041133,CUST015485,PROD0060,2025-12-11,2,1133.76,shipped,Matched,matched,valid,1133.76,matched
ORD00003408,CUST016938,PROD0068,2024-06-08,2,12833.48,delivered,Matched,matched,valid,12833.48,matched
ORD00027602,CUST014339,PROD0062,2022-06-20,4,1939.8,delivered,Matched,matched,valid,1939.8,matched
ORD00036306,CUST019444,PROD0024,2025-07-15,3,26536.17,delivered,Matched,matched,valid,26536.17,matched
ORD00096647,CUST018875,PROD0098,2024-11-29,1,2511.08,delivered,Matched,matched,valid,2511.08,matched
ORD00020808,CUST011283,PROD0031,2025-05-10,1,19668.5,delivered,Matched,matched,valid,19668.5,matched
ORD00038682,CUST008240,PROD0001,2023-10-03,1,28590.98,delivered,Matched,matched,valid,28590.98,matched
ORD00014955,CUST013817,PROD0030,2023-05-29,2,39072.34,delivered,Matched,matched,valid,39072.34,matched
ORD00028780,CUST002298,PROD0070,2024-11-29,2,19090.76,delivered,Matched,matched,valid,19090.76,matched
ORD00039364,CUST007903,PROD0049,2022-11-20,1,7126.1,pending,Matched,matched,valid,7126.1,matched
ORD00030758,CUST006238,PROD0035,2024-08-19,1,17402.79,returned,Matched,matched,valid,17402.79,matched
ORD00012656,CUST011554,PROD0098,2025-01-04,3,7533.24,delivered,Matched,matched,valid,7533.24,matched
ORD00028593,CUST017956,PROD0035,2024-07-15,1,17402.79,delivered,Matched,matched,valid,17402.79,matched
ORD00069567,CUST005728,PROD0061,2021-12-13,1,2366.59,delivered,Matched,matched,valid,2366.59,matched
ORD00040738,CUST002028,PROD0089,2025-02-24,1,3498.22,cancelled,Matched,matched,valid,3498.22,matched
ORD00050054,CUST008926,PROD0098,2024-01-12,1,2511.08,delivered,Matched,matched,valid,2511.08,matched
ORD00094900,CUST012794,PROD0010,2023-11-06,1,2820.76,delivered,Matched,matched,valid,2820.76,matched
ORD00067938,CUST010954,PROD0092,2025-09-15,1,3574.33,cancelled,Matched,matched,valid,3574.33,matched
ORD00022420,CUST011699,PROD0049,2025-11-10,4,28504.4,delivered,Matched,matched,valid,28504.4,matched
ORD00085060,CUST015033,PROD0003,2024-03-13,1,45430.69,delivered,Matched,matched,valid,45430.69,matched
ORD00012962,CUST016741,PROD0006,2024-10-14,1,33376.62,delivered,Matched,matched,valid,33376.62,matched
ORD00090118,CUST005826,PROD0033,2024-11-11,2,38529.98,shipped,Matched,matched,valid,38529.98,matched
ORD00007369,CUST008344,PROD0048,2023-07-13,3,7311.42,cancelled,Matched,matched,valid,7311.42,matched
ORD00059290,CUST002574,PROD0045,2023-09-28,3,3699.09,cancelled,Matched,matched,valid,3699.09,matched
ORD00043063,CUST013635,PROD0041,2023-07-02,8,18233.28,delivered,Matched,matched,valid,18233.28,matched
ORD00007410,CUST006484,PROD0039,2025-09-23,1,4468.46,shipped,Matched,matched,valid,4468.46,matched
ORD00033756,CUST013479,PROD0058,2023-03-17,1,2048.33,delivered,Matched,matched,valid,2048.33,matched
ORD00027409,,PROD0033,2024-03-04,4,77059.96,delivered,missing,matched,valid,77059.96,matched
ORD00033952,CUST016649,PROD0055,2024-02-09,2,1421.9,shipped,Matched,matched,valid,1421.9,matched
ORD00011069,CUST015842,PROD0045,2024-10-17,1,1233.03,delivered,Matched,matched,valid,1233.03,matched
ORD00045977,CUST001663,PROD0040,2025-05-09,10,17513.2,shipped,Matched,matched,valid,17513.2,matched
ORD00098678,CUST003317,PROD0065,2023-12-20,4,21740.96,cancelled,Matched,matched,valid,21740.96,matched
ORD00011012,CUST000041,PROD0089,2025-05-18,2,6996.44,delivered,Matched,matched,valid,6996.44,matched
ORD00055707,CUST016126,PROD0047,2024-05-24,3,8306.4,delivered,Matched,matched,valid,8306.400000000001,matched
ORD00002243,CUST018613,PROD0085,2025-07-22,4,17134.88,delivered,Matched,matched,valid,17134.88,matched
ORD00041282,CUST016835,PROD0031,2023-04-04,1,19668.5,shipped,Matched,matched,valid,19668.5,matched
ORD00050217,CUST011356,PROD0074,2025-01-21,1,838.22,delivered,Matched,matched,valid,838.22,matched
ORD00059972,CUST014425,PROD0066,2025-07-08,1,2343.68,delivered,Matched,matched,valid,2343.68,matched
ORD00020815,CUST004111,PROD0013,2025-12-05,4,80818.96,delivered,Matched,matched,valid,80818.96,matched
ORD00081280,CUST013321,PROD0061,2024-11-12,1,2366.59,delivered,Matched,matched,valid,2366.59,matched
ORD00059189,CUST006524,PROD0018,2023-06-04,6,133266.42,shipped,Matched,matched,valid,133266.41999999998,matched
ORD00020380,CUST004857,PROD0006,2025-12-21,6,200259.72,delivered,Matched,matched,valid,200259.72000000003,matched
ORD00077042,CUST018342,PROD0016,2024-04-03,2,17513.0,delivered,Matched,matched,valid,17513.0,matched
ORD00094068,CUST012220,PROD0010,2025-11-27,1,2820.76,delivered,Matched,matched,valid,2820.76,matched
ORD00032313,CUST007606,PROD0087,2025-09-24,4,18207.28,delivered,Matched,matched,valid,18207.28,matched
ORD00046123,CUST008238,PROD0056,2024-12-28,6,20236.62,delivered,Matched,matched,valid,20236.62,matched
ORD00016121,CUST013849,PROD0004,2025-09-05,2,72127.98,shipped,Matched,matched,valid,72127.98,matched
ORD00037677,CUST019944,PROD0028,2022-12-06,1,16100.59,delivered,Matched,matched,valid,16100.59,matched
ORD00001035,CUST015636,PROD0013,2024-11-03,3,60614.22,delivered,Matched,matched,valid,60614.22,matched
ORD00087067,CUST002334,PROD0055,2023-02-05,1,710.95,delivered,Matched,matched,valid,710.95,matched
ORD00091999,CUST007426,PROD0021,2024-11-15,1,12283.8,delivered,Matched,matched,valid,12283.8,matched
